Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Fraction 13	Fraction 14	Fraction 15	Fraction 16	Fraction 17	Fraction 18	Q-value	Score	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity not corrected 0	Reporter intensity not corrected 1	Reporter intensity not corrected 2	Reporter intensity not corrected 3	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Intensity	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q9P2W9	Q9P2W9	3	3	3	Syntaxin-18	STX18	>sp|Q9P2W9|STX18_HUMAN Syntaxin-18 OS=Homo sapiens GN=STX18 PE=1 SV=1	1	3	3	3	6.9	6.9	6.9	38.673	335	335	10.5							2				1						1		0	4.5301	27005	20533	18060	19858	27005	20533	18060	19858	2	2	2	2	112010000	4				5090	4569;9201;22342	True;True;True	4778;9608;23319	7352;14760;36118;36119	7567;15160;37071;37072	7567;15160;37072		
Q9P2X0	Q9P2X0	1	1	1	Dolichol-phosphate mannosyltransferase subunit 3	DPM3	>sp|Q9P2X0|DPM3_HUMAN Dolichol-phosphate mannosyltransferase subunit 3 OS=Homo sapiens GN=DPM3 PE=1 SV=2	1	1	1	1	10.9	10.9	10.9	10.094	92	92	8								1											0	4.0951	4179.7	2313.4	1996.3	2810.3	4179.7	2313.4	1996.3	2810.3	1	1	1	1	231160000	1				5091	8140	True	8493	13106	13481	13481		
Q9UBB4	Q9UBB4	13	13	13	Ataxin-10	ATXN10	>sp|Q9UBB4|ATX10_HUMAN Ataxin-10 OS=Homo sapiens GN=ATXN10 PE=1 SV=1	1	13	13	13	28.4	28.4	28.4	53.488	475	475	12		1			1	2	1	1		1	1			5	3	4		1	0	113.61	88071	124590	102440	108960	88071	124590	102440	108960	16	16	16	16	2623300000	21				5092	722;2229;13896;16875;22737;23860;23861;25702;26073;35913;36216;36522;37659	True;True;True;True;True;True;True;True;True;True;True;True;True	749;2317;14506;17640;23726;23727;24925;24926;27046;27443;37761;38077;38406;39602;39603	1175;3618;22355;27679;36698;36699;36700;36701;36702;38482;38483;38484;38485;41794;42412;57937;58445;58997;60827;60828;60829	1212;3726;22956;28472;37671;37672;37673;37674;37675;39480;39481;39482;39483;42878;43519;59442;59964;60544;62418;62419;62420	1212;3726;22956;28472;37672;39481;39483;42878;43519;59442;59964;60544;62419	2217;2218	15;250
Q9UBB5	Q9UBB5	4	4	4	Methyl-CpG-binding domain protein 2	MBD2	>sp|Q9UBB5|MBD2_HUMAN Methyl-CpG-binding domain protein 2 OS=Homo sapiens GN=MBD2 PE=1 SV=1	1	4	4	4	13.4	13.4	13.4	43.254	411	411	8		1						1	1				1						0	21.74	4876.9	4045.9	4025.9	4417.5	4876.9	4045.9	4025.9	4417.5	2	2	2	2	299000000	4				5093	956;22394;28843;39094	True;True;True;True	993;23373;30329;41089	1524;36194;46610;63156	1563;37149;47771;64824	1563;37149;47771;64824		
Q9UBB6	Q9UBB6	2	2	2	Neurochondrin	NCDN	>sp|Q9UBB6|NCDN_HUMAN Neurochondrin OS=Homo sapiens GN=NCDN PE=1 SV=1	1	2	2	2	3.2	3.2	3.2	78.863	729	729	15															2				0	19.655	10489	15022	13712	15720	10489	15022	13712	15720	2	2	2	2	59637000	2				5094	9118;15306	True;True	9520;15990	14621;24975	15019;25660	15019;25660		
Q9UBB9	Q9UBB9	8	8	8	Tuftelin-interacting protein 11	TFIP11	>sp|Q9UBB9|TFP11_HUMAN Tuftelin-interacting protein 11 OS=Homo sapiens GN=TFIP11 PE=1 SV=1	1	8	8	8	11.8	11.8	11.8	96.819	837	837	8.4	1	1	1	1			1			1	1				2	1			0	27.375	31840	23583	24413	27773	31840	23583	24413	27773	5	5	5	5	474640000	10				5095	4607;5561;8406;11367;14470;15326;24865;30224	True;True;True;True;True;True;True;True	4820;5816;8783;11875;15112;16011;26173;31765	7415;8932;13545;18217;18218;23431;23432;25014;40447;48713	7631;9187;13931;18720;18721;24081;24082;25701;41493;49901	7631;9187;13931;18721;24081;25701;41493;49901		
Q9UBC1	Q9UBC1	3	2	2	NF-kappa-B inhibitor-like protein 1	NFKBIL1	>sp|Q9UBC1|IKBL1_HUMAN NF-kappa-B inhibitor-like protein 1 OS=Homo sapiens GN=NFKBIL1 PE=1 SV=1	1	3	2	2	7.1	5.2	5.2	43.203	381	381	10.5					1											1			0	9.2002	0	0	0	0	0	0	0	0	0	0	0	0	18862000	2				5096	1230;1650;14082	True;False;True	1280;1716;14705	2000;2695;2696;22727	2088;2789;2790;23330	2088;2789;23330		
Q9UBC2	Q9UBC2	9	9	9	Epidermal growth factor receptor substrate 15-like 1	EPS15L1	>sp|Q9UBC2|EP15R_HUMAN Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1	1	9	9	9	11.2	11.2	11.2	94.254	864	864	11.5			1	1			2		1		1				1	1		3	0	55.727	25726	25615	22897	25711	25726	25615	22897	25711	7	7	7	7	402260000	11				5097	7797;17064;22498;27200;28471;30373;34282;34283;35872	True;True;True;True;True;True;True;True;True	8141;17841;23481;28627;29949;31924;36044;36045;37719	12588;27986;36352;36353;44194;46064;48966;55303;55304;57867;57868	12954;28785;37308;37309;45328;47218;50163;56726;56727;59372;59373	12954;28785;37308;45328;47218;50163;56726;56727;59372		
Q9UBC5	Q9UBC5	9	7	7	Unconventional myosin-Ia	MYO1A	>sp|Q9UBC5|MYO1A_HUMAN Unconventional myosin-Ia OS=Homo sapiens GN=MYO1A PE=2 SV=1	1	9	7	7	8.6	6.1	6.1	118.4	1043	1043	9.88				2		1			1		1		1	1				1	0	23.978	19658	13594	11919	16107	19658	13594	11919	16107	3	3	3	3	282750000	8				5098	2800;3612;8613;13095;20039;20732;29956;32012;39092	True;True;False;True;True;True;True;True;False	2928;3775;8997;13679;20917;21639;31487;33652;41087	4560;5850;13839;21062;32492;33631;33632;48319;51555;63154	4696;6032;14229;21622;33359;34521;34522;49502;52849;64822	4696;6032;14229;21622;33359;34521;49502;52849;64822		
Q9UBD5	Q9UBD5	7	7	7	Origin recognition complex subunit 3	ORC3	>sp|Q9UBD5|ORC3_HUMAN Origin recognition complex subunit 3 OS=Homo sapiens GN=ORC3 PE=1 SV=1	1	7	7	7	10.5	10.5	10.5	82.253	711	711	13.3		1									2				2	2	2		0	30.497	21120	19682	16979	20636	21120	19682	16979	20636	3	3	3	3	491840000	9				5099	7290;8478;9803;16678;24179;25552;30549	True;True;True;True;True;True;True	7614;8859;10235;17431;25331;26889;32111	11764;11765;11766;13648;15721;27335;39140;41546;49238	12083;12084;12085;14035;16154;28123;40150;42618;50441	12085;14035;16154;28123;40150;42618;50441		
Q9UBE0	Q9UBE0	10	10	10	SUMO-activating enzyme subunit 1;SUMO-activating enzyme subunit 1, N-terminally processed	SAE1	>sp|Q9UBE0|SAE1_HUMAN SUMO-activating enzyme subunit 1 OS=Homo sapiens GN=SAE1 PE=1 SV=1	1	10	10	10	30.9	30.9	30.9	38.449	346	346	9.4	2	2					3	3		1	1	2		1	2	3			0	47.985	61589	85282	92160	99548	61589	85282	92160	99548	14	14	14	14	6278300000	20				5100	1689;2858;5678;6504;12706;19698;23510;25592;35492;37511	True;True;True;True;True;True;True;True;True;True	1757;2988;5942;5943;6796;13267;13268;20569;20570;24522;26930;37324;39449	2762;4647;9143;9144;9145;10482;10483;20433;20434;20435;31985;31986;37904;41613;41614;41615;41616;57260;60586;60587	2857;4785;9415;9416;9417;10778;10779;20979;20980;20981;32840;32841;38898;42685;42686;42687;42688;58756;62165;62166	2857;4785;9416;10779;20981;32841;38898;42685;58756;62165	2219;2220;2221	65;206;334
Q9UBF2	Q9UBF2	6	4	4	Coatomer subunit gamma-2	COPG2	>sp|Q9UBF2|COPG2_HUMAN Coatomer subunit gamma-2 OS=Homo sapiens GN=COPG2 PE=1 SV=1	1	6	4	4	8.3	5.5	5.5	97.621	871	871	6.86	1					3	2								1				0	43.18	27440	30882	32424	33430	27440	30882	32424	33430	5	5	5	5	385870000	7				5101	7773;15352;23769;29876;30685;31812	False;True;False;True;True;True	8117;16038;24810;31402;32253;33444	12543;12544;25057;38317;48201;49449;49450;49451;51266;51267	12908;12909;12910;25745;39315;49382;50655;50656;50657;52558;52559	12909;25745;39315;49382;50655;52559		
Q9UBF8	Q9UBF8	2	2	2	Phosphatidylinositol 4-kinase beta	PI4KB	>sp|Q9UBF8|PI4KB_HUMAN Phosphatidylinositol 4-kinase beta OS=Homo sapiens GN=PI4KB PE=1 SV=1	1	2	2	2	2.3	2.3	2.3	91.378	816	816	12									1						1				0	7.7927	0	0	0	0	0	0	0	0	0	0	0	0	65371000	2				5102	31099;37148	True;True	32678;39071	50123;60037	51381;61612	51381;61612		
Q9UBI1	Q9UBI1	5	5	5	COMM domain-containing protein 3	COMMD3	>sp|Q9UBI1|COMD3_HUMAN COMM domain-containing protein 3 OS=Homo sapiens GN=COMMD3 PE=1 SV=1	1	5	5	5	34.9	34.9	34.9	22.151	195	195	13.1					1							1	1		2	2			0	45.277	15647	20128	20343	21976	15647	20128	20343	21976	5	5	5	5	453640000	7				5103	131;14186;26129;30176;32120	True;True;True;True;True	133;14814;27500;31716;33765	195;196;22939;42498;42499;48641;51732	197;198;23542;43606;43607;49829;53031	197;23542;43606;49829;53031		
Q9UBI6	Q9UBI6	2	2	2	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	GNG12	>sp|Q9UBI6|GBG12_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Homo sapiens GN=GNG12 PE=1 SV=3	1	2	2	2	37.5	37.5	37.5	8.0061	72	72	11.8											1	3							0	14.617	37598	29230	25736	30672	37598	29230	25736	30672	3	3	3	3	1343000000	4				5104	29908;32674	True;True	31436;34348	48242;48243;48244;52595	49424;49425;49426;53940	49424;53940		
Q9UBK8	Q9UBK8	5	5	5	Methionine synthase reductase	MTRR	>sp|Q9UBK8|MTRR_HUMAN Methionine synthase reductase OS=Homo sapiens GN=MTRR PE=1 SV=3	1	5	5	5	8.1	8.1	8.1	80.409	725	725	14.1									2						2	1	1	1	0	37.841	22359	32433	26393	28492	22359	32433	26393	28492	6	6	6	6	456390000	7				5105	2276;3702;6103;7495;14105	True;True;True;True;True	2367;3867;6384;7826;14728	3698;5993;9843;9844;12102;12103;22770	3817;6177;10127;10128;12447;12448;23373	3817;6177;10128;12448;23373		
Q9UBK9	Q9UBK9	2	2	2	Protein UXT	UXT	>sp|Q9UBK9|UXT_HUMAN Protein UXT OS=Homo sapiens GN=UXT PE=1 SV=1	1	2	2	2	13.4	13.4	13.4	18.246	157	157	8							1		1										0	6.3086	2835	3195.4	4821.3	4047.2	2835	3195.4	4821.3	4047.2	1	1	1	1	44408000	2				5106	3507;31878	True;True	3669;33514	5686;51379	5868;52673	5868;52673		
Q9UBL3	Q9UBL3	4	4	4	Set1/Ash2 histone methyltransferase complex subunit ASH2	ASH2L	>sp|Q9UBL3|ASH2L_HUMAN Set1/Ash2 histone methyltransferase complex subunit ASH2 OS=Homo sapiens GN=ASH2L PE=1 SV=1	1	4	4	4	8.6	8.6	8.6	68.722	628	628	10.6						1		1	1						2				0	28.574	23851	19790	20116	22511	23851	19790	20116	22511	3	3	3	3	286820000	5				5107	9971;20545;24635;36685	True;True;True;True	10413;21447;25903;38575	16000;33333;40008;40009;59260	16439;34220;41030;41031;60812	16439;34220;41030;60812		
Q9UBM7	Q9UBM7	4	4	4	7-dehydrocholesterol reductase	DHCR7	>sp|Q9UBM7|DHCR7_HUMAN 7-dehydrocholesterol reductase OS=Homo sapiens GN=DHCR7 PE=1 SV=1	1	4	4	4	7.4	7.4	7.4	54.489	475	475	9.6			1				1			1				2					0	15.517	22474	14822	14266	15072	22474	14822	14266	15072	2	2	2	2	1104600000	5				5108	22669;31698;36170;39413	True;True;True;True	23656;33327;38030;41422	36597;51097;51098;58352;63663	37555;52384;52385;59871;65340	37555;52384;59871;65340		
Q9UBN7	Q9UBN7	6	6	6	Histone deacetylase 6	HDAC6	>sp|Q9UBN7|HDAC6_HUMAN Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2	1	6	6	6	4.5	4.5	4.5	131.42	1215	1215	11.6					1		1			1			1	1		2			0	26.282	32337	37801	35357	39705	32337	37801	35357	39705	4	4	4	4	546770000	7				5109	8611;23964;25238;27944;27945;30687	True;True;True;True;True;True	8995;25056;26563;29408;29409;32255	13837;38699;41046;41047;45299;45300;49454	14227;39700;42112;42113;46446;46447;50660	14227;39700;42112;46446;46447;50660		
Q9UBP0	Q9UBP0	5	5	5	Spastin	SPAST	>sp|Q9UBP0|SPAST_HUMAN Spastin OS=Homo sapiens GN=SPAST PE=1 SV=1	1	5	5	5	12.2	12.2	12.2	67.196	616	616	12.4									2					1	2				0	20.947	16115	15253	13285	16920	16115	15253	13285	16920	3	3	3	3	250890000	5				5110	25783;31828;32354;34041;36882	True;True;True;True;True	27137;33461;34006;35794;38780	41929;51297;52078;54941;59576	43018;52589;53398;56359;61134	43018;52589;53398;56359;61134		
Q9UBP6	Q9UBP6	4	4	4	tRNA (guanine-N(7)-)-methyltransferase	METTL1	>sp|Q9UBP6|TRMB_HUMAN tRNA (guanine-N(7)-)-methyltransferase OS=Homo sapiens GN=METTL1 PE=1 SV=1	1	4	4	4	15.6	15.6	15.6	31.471	276	276	10	1		1					1				1		2				1	0	14.859	6116.4	6825.1	7561.1	7589.8	6116.4	6825.1	7561.1	7589.8	1	1	1	1	149180000	7				5111	1373;23926;25108;26322	True;True;True;True	1429;25006;26429;27703	2272;2273;2274;38606;38607;40863;42814	2362;2363;2364;39606;39607;41929;43929	2364;39607;41929;43929	2222	30
Q9UBP9	Q9UBP9	1	1	1	PTB domain-containing engulfment adapter protein 1	GULP1	>sp|Q9UBP9|GULP1_HUMAN PTB domain-containing engulfment adapter protein 1 OS=Homo sapiens GN=GULP1 PE=1 SV=1	1	1	1	1	3.3	3.3	3.3	34.49	304	304	15															1				0	4.8868	0	0	0	0	0	0	0	0	0	0	0	0	4333400	1				5112	9280	True	9692	14871	15271	15271		
Q9UBQ0	Q9UBQ0	6	6	6	Vacuolar protein sorting-associated protein 29	VPS29	>sp|Q9UBQ0|VPS29_HUMAN Vacuolar protein sorting-associated protein 29 OS=Homo sapiens GN=VPS29 PE=1 SV=1	1	6	6	6	35.2	35.2	35.2	20.505	182	182	8.08			3	1	2	1					2		1			1	1		0	28.468	33909	40759	41925	41994	33909	40759	41925	41994	8	8	8	8	2088400000	12				5113	4118;11447;16485;23345;33647;37957	True;True;True;True;True;True	4315;11957;17232;24354;35373;39914	6652;6653;18351;18352;18353;27011;27012;37631;37632;54304;54305;61345	6839;6840;18854;18855;18856;27781;27782;38616;38617;55707;55708;62969	6840;18854;27782;38616;55707;62969		
Q9UBQ5	Q9UBQ5	5	5	5	Eukaryotic translation initiation factor 3 subunit K	EIF3K	>sp|Q9UBQ5|EIF3K_HUMAN Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens GN=EIF3K PE=1 SV=1	1	5	5	5	29.4	29.4	29.4	25.059	218	218	6.14	3				1	1					1							1	0	40.921	14477	17215	17732	18875	14477	17215	17732	18875	5	5	5	5	833470000	7				5114	4103;8382;12158;15045;39484	True;True;True;True;True	4297;4298;8758;12704;15719;41494	6622;6623;13511;19574;19575;24524;63784	6809;6810;13897;20104;20105;25193;65461	6809;13897;20105;25193;65461	2223	88
Q9UBQ7	Q9UBQ7	3	3	3	Glyoxylate reductase/hydroxypyruvate reductase	GRHPR	>sp|Q9UBQ7|GRHPR_HUMAN Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens GN=GRHPR PE=1 SV=1	1	3	3	3	11.3	11.3	11.3	35.668	328	328	5.67	4														2				0	39.265	15883	23996	20856	23519	15883	23996	20856	23519	4	4	4	4	1152300000	6				5115	11543;15890;29168	True;True;True	12056;16598;30662	18505;18506;18507;25985;25986;47095	19010;19011;19012;26722;26723;48262	19011;26722;48262		
Q9UBR2	Q9UBR2	3	3	3	Cathepsin Z	CTSZ	>sp|Q9UBR2|CATZ_HUMAN Cathepsin Z OS=Homo sapiens GN=CTSZ PE=1 SV=1	1	3	3	3	8.9	8.9	8.9	33.868	303	303	11.5							1			1				1	1				0.00040478	3.1144	23007	19957	17353	20411	23007	19957	17353	20411	3	3	3	3	644160000	4				5116	17041;26209;35889	True;True;True	17818;27586;37736	27955;42643;42644;57891	28754;43758;43759;59396	28754;43758;59396		
Q9UBS0	Q9UBS0	1	1	1	Ribosomal protein S6 kinase beta-2	RPS6KB2	>sp|Q9UBS0|KS6B2_HUMAN Ribosomal protein S6 kinase beta-2 OS=Homo sapiens GN=RPS6KB2 PE=1 SV=2	1	1	1	1	2.3	2.3	2.3	53.455	482	482	17																	1		0.00060181	2.922	0	0	0	0	0	0	0	0	0	0	0	0	4453500	1				5117	14427	True	15067	23353	23974	23974		
Q9UBS4	Q9UBS4	8	8	8	DnaJ homolog subfamily B member 11	DNAJB11	>sp|Q9UBS4|DJB11_HUMAN DnaJ homolog subfamily B member 11 OS=Homo sapiens GN=DNAJB11 PE=1 SV=1	1	8	8	8	26	26	26	40.513	358	358	9.46		3	2					1			1			1	4			1	0	97.378	75215	52031	48509	53663	75215	52031	48509	53663	8	8	8	8	2538800000	13				5118	10645;10646;10695;17717;19307;29733;33725;34643	True;True;True;True;True;True;True;True	11119;11120;11171;18516;20160;31250;35453;36425	17078;17079;17080;17081;17082;17083;17084;17159;28966;31316;47963;54413;55845	17547;17548;17549;17550;17551;17552;17553;17628;29774;32154;49142;55818;57275	17548;17552;17628;29774;32154;49142;55818;57275		
Q9UBS8	Q9UBS8	1	1	1	E3 ubiquitin-protein ligase RNF14	RNF14	>sp|Q9UBS8|RNF14_HUMAN E3 ubiquitin-protein ligase RNF14 OS=Homo sapiens GN=RNF14 PE=1 SV=1	1	1	1	1	2.3	2.3	2.3	53.837	474	474	16																2			0.0005916	2.6891	3346.8	7465.4	7123.8	5882.6	3346.8	7465.4	7123.8	5882.6	2	2	2	2	124040000	2				5119	17240	True	18023	28250;28251	29052;29053	29052		
Q9UBT2	Q9UBT2	14	14	14	SUMO-activating enzyme subunit 2	UBA2	>sp|Q9UBT2|SAE2_HUMAN SUMO-activating enzyme subunit 2 OS=Homo sapiens GN=UBA2 PE=1 SV=2	1	14	14	14	24.1	24.1	24.1	71.223	640	640	10.3	1	3			2		2		1			1	1	3			2	3	0	60.174	36917	55914	57582	58768	36917	55914	57582	58768	9	9	9	9	3401100000	19				5120	3121;5760;7742;8887;9560;13457;13705;20116;22688;27131;32091;36893;37738;39124	True;True;True;True;True;True;True;True;True;True;True;True;True;True	3261;6026;8084;9283;9984;14049;14309;20995;23676;28554;33735;38791;39686;41120	5059;5060;9261;12488;14263;14264;14265;15331;21624;22014;22015;32614;36627;44089;51683;59592;59593;60950;63200	5208;5209;9534;12852;14655;14656;14657;15737;22198;22602;22603;33483;37585;45223;52981;61150;61151;62542;64868	5209;9534;12852;14655;15737;22198;22603;33483;37585;45223;52981;61151;62542;64868		
Q9UBT7	Q9UBT7	1	1	1	Alpha-catulin	CTNNAL1	>sp|Q9UBT7|CTNL1_HUMAN Alpha-catulin OS=Homo sapiens GN=CTNNAL1 PE=1 SV=2	1	1	1	1	1.5	1.5	1.5	81.895	734	734	17																	1		0	7.4504	10225	9366.4	9394.2	9001.7	10225	9366.4	9394.2	9001.7	1	1	1	1	48567000	1				5121	35991	True	37843	58063	59574	59574		
Q9UBU8	Q9UBU8	1	1	1	Mortality factor 4-like protein 1	MORF4L1	>sp|Q9UBU8|MO4L1_HUMAN Mortality factor 4-like protein 1 OS=Homo sapiens GN=MORF4L1 PE=1 SV=2	1	1	1	1	5	5	5	41.473	362	362	11											1								0.00059524	2.7877	0	0	0	0	0	0	0	0	0	0	0	0	40674000	1				5122	35488	True	37320	57254	58750	58750		
Q9UBU9	Q9UBU9	11	11	11	Nuclear RNA export factor 1	NXF1	>sp|Q9UBU9|NXF1_HUMAN Nuclear RNA export factor 1 OS=Homo sapiens GN=NXF1 PE=1 SV=1	1	11	11	11	20.8	20.8	20.8	70.182	619	619	10.3		2			1	1	1		1		2			4			1	1	0	46.251	66013	57542	64189	69087	66013	57542	64189	69087	9	9	9	9	1552500000	14				5123	1673;2779;4091;11858;13404;16072;19552;22031;29552;29900;31864	True;True;True;True;True;True;True;True;True;True;True	1741;2907;4284;12389;13994;16787;20417;22999;31064;31428;33498	2734;4527;4528;6603;19050;21534;26290;26291;31739;35655;35656;47692;48231;51359	2829;4661;4662;6790;19568;22102;27040;27041;32588;36597;36598;48866;49412;52653	2829;4662;6790;19568;22102;27041;32588;36598;48866;49412;52653		
Q9UBV2	Q9UBV2	2	2	2	Protein sel-1 homolog 1	SEL1L	>sp|Q9UBV2|SE1L1_HUMAN Protein sel-1 homolog 1 OS=Homo sapiens GN=SEL1L PE=1 SV=3	1	2	2	2	2	2	2	88.754	794	794	8.67								2		1									0.00041494	3.5089	1957.3	1526.9	900.94	1164.2	1957.3	1526.9	900.94	1164.2	1	1	1	1	99990000	3				5124	13584;22967	True;True	14180;23966	21829;21830;37045	22415;22416;38018	22415;38018		
Q9UBV7	Q9UBV7	1	1	1	Beta-1,4-galactosyltransferase 7;Xylosylprotein 4-beta-galactosyltransferase	B4GALT7	>sp|Q9UBV7|B4GT7_HUMAN Beta-1,4-galactosyltransferase 7 OS=Homo sapiens GN=B4GALT7 PE=1 SV=1	1	1	1	1	3.7	3.7	3.7	37.405	327	327	10										1									0.00021035	3.7781	1351.6	1448.6	1098.2	1628	1351.6	1448.6	1098.2	1628	1	1	1	1	11575000	1				5125	9755	True	10185	15648	16073	16073		
Q9UBV8	Q9UBV8	5	5	5	Peflin	PEF1	>sp|Q9UBV8|PEF1_HUMAN Peflin OS=Homo sapiens GN=PEF1 PE=1 SV=1	1	5	5	5	15.8	15.8	15.8	30.381	284	284	10.2	2											1	1				2		0	28.442	38598	54801	52695	58289	38598	54801	52695	58289	6	6	6	6	1326300000	6				5126	5964;7570;15150;22720;29692	True;True;True;True;True	6237;7904;15829;23708;31209	9609;12231;12232;24723;36673;47911	9889;12594;12595;25397;37646;49089	9889;12595;25397;37646;49089		
Q9UBW7;Q9UJ78	Q9UBW7	4;1	3;0	3;0	Zinc finger MYM-type protein 2	ZMYM2	>sp|Q9UBW7|ZMYM2_HUMAN Zinc finger MYM-type protein 2 OS=Homo sapiens GN=ZMYM2 PE=1 SV=1	2	4	3	3	2.6	2.1	2.1	154.91	1377	1377;669	7.33		1								2									0.00040593	3.1477	0	0	0	0	0	0	0	0	0	0	0	0	76610000	3				5127	13180;17670;23920;27586	False;True;True;True	13766;18467;24997;29026	21204;28891;38593;44756	21769;29699;39593;45898	21769;29699;39593;45898		
Q9UBW8	Q9UBW8	5	5	5	COP9 signalosome complex subunit 7a	COPS7A	>sp|Q9UBW8|CSN7A_HUMAN COP9 signalosome complex subunit 7a OS=Homo sapiens GN=COPS7A PE=1 SV=1	1	5	5	5	21.8	21.8	21.8	30.276	275	275	10.8		1							1		2					2			0	47.953	28026	27790	28655	29984	28026	27790	28655	29984	3	3	3	3	884470000	7				5128	2528;7750;25653;28127;37628	True;True;True;True;True	2650;8092;26993;29593;39570	4151;4152;12500;41720;45556;60772	4280;4281;12864;12865;42802;46703;62363	4281;12865;42802;46703;62363		
Q9UBX3	Q9UBX3	4	4	4	Mitochondrial dicarboxylate carrier	SLC25A10	>sp|Q9UBX3|DIC_HUMAN Mitochondrial dicarboxylate carrier OS=Homo sapiens GN=SLC25A10 PE=1 SV=2	1	4	4	4	14.6	14.6	14.6	31.282	287	287	8.75			1				1	1									1		0	18.459	23703	15653	18833	18241	23703	15653	18833	18241	2	2	2	2	427580000	4				5129	11670;12736;20182;20470	True;True;True;True	12189;13299;21062;21368	18702;20498;32714;33207	19209;21044;33585;34092	19209;21044;33585;34092		
Q9UBZ4	Q9UBZ4	3	3	3	DNA-(apurinic or apyrimidinic site) lyase 2	APEX2	>sp|Q9UBZ4|APEX2_HUMAN DNA-(apurinic or apyrimidinic site) lyase 2 OS=Homo sapiens GN=APEX2 PE=1 SV=1	1	3	3	3	6	6	6	57.4	518	518	10.3					1								2						0	6.783	2121.1	1997.7	3040.4	2655	2121.1	1997.7	3040.4	2655	1	1	1	1	61678000	3				5130	2088;10388;32158	True;True;True	2170;10847;33805	3394;16654;51788	3497;17109;53087	3497;17109;53087		
Q9UDT6	Q9UDT6	12	10	10	CAP-Gly domain-containing linker protein 2	CLIP2	>sp|Q9UDT6|CLIP2_HUMAN CAP-Gly domain-containing linker protein 2 OS=Homo sapiens GN=CLIP2 PE=1 SV=1	1	12	10	10	15.6	13.2	13.2	115.84	1046	1046	9.73			1		2		1		1	1	2	1				1		1	0	86.018	42279	42906	38173	39918	42279	42906	38173	39918	7	7	7	7	637250000	11				5131	5045;7717;8886;13961;16647;22317;23878;28119;28343;33235;33584;34499	True;True;True;True;False;True;True;False;True;True;True;True	5272;8058;9282;14575;17399;23293;24943;29585;29817;34935;35307;36275	8105;12451;14262;22473;27285;36085;38507;45546;45862;53540;54193;55639;55640	8335;12815;14654;23075;28072;37037;39505;46693;47012;54911;55593;57067;57068	8335;12815;14654;23075;28072;37037;39505;46693;47012;54911;55593;57068		
Q9UDX5	Q9UDX5	2	2	2	Mitochondrial fission process protein 1	MTFP1	>sp|Q9UDX5|MTFP1_HUMAN Mitochondrial fission process protein 1 OS=Homo sapiens GN=MTFP1 PE=1 SV=1	1	2	2	2	15.1	15.1	15.1	18.01	166	166	4				2															0.00059406	2.7501	17720	15218	14732	14744	17720	15218	14732	14744	1	1	1	1	48314000	2				5132	18317;39097	True;True	19136;41092	29865;63159	30691;64827	30691;64827		
Q9UDY2	Q9UDY2	15	15	15	Tight junction protein ZO-2	TJP2	>sp|Q9UDY2|ZO2_HUMAN Tight junction protein ZO-2 OS=Homo sapiens GN=TJP2 PE=1 SV=2	1	15	15	15	16.5	16.5	16.5	133.96	1190	1190	10.3	3	1	1	1				1	1	3			3			1	5	1	0	138.35	86995	88083	87700	87371	86995	88083	87700	87371	16	16	16	16	2462600000	21				5133	839;931;2679;11521;19323;20501;24462;24587;29370;30494;31387;32074;33092;34305;37797	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	871;872;968;2804;12033;20179;21402;25683;25684;25840;30876;32050;32999;33717;34789;36069;39749	1343;1344;1345;1346;1483;4372;18473;31361;33272;33273;39668;39669;39917;47425;49147;50603;50604;51647;53327;55339;61078	1381;1382;1383;1384;1521;4504;18978;32203;34158;34159;40684;40685;40937;48597;50348;51880;51881;52943;54695;56762;62682	1384;1521;4504;18978;32203;34159;40685;40937;48597;50348;51880;52943;54695;56762;62682	2224;2225	668;1097
